forensic_surface_id,surface_scope,included_in_hidden_detail_113,included_in_route_non_primary_165,included_in_route_forensic_169,included_in_broad_forensic_305,family,source_file,source_line,surface_type,route_or_launch_point,parent_or_context,intended_audience,entry_path,navigation_source,role_requirements,hidden_state,origin_classification,final_disposition,canonical_relationship,certification_or_blocker_status,evidence_strength,evidence_summary,risk_summary,notes
OVERLAY-038,overlay_surface,NO,NO,NO,YES,Field Leadership,pages/FieldLeadershipPortalLogin.jsx,,Dialog_surface,Dialog,,Field Leadership,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Field Leadership,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/FieldLeadershipPortalLogin.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/FieldLeadershipPortalLogin.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-039,overlay_surface,NO,NO,NO,YES,Safety Operations,pages/FieldSafetyCards.jsx,,Dialog_surface,Dialog,,Safety Operations,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Safety Operations,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/FieldSafetyCards.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/FieldSafetyCards.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-040,overlay_surface,NO,NO,NO,YES,Human Resources,pages/HrEmployeeRequestsQueue.jsx,,Dialog_surface,Dialog,,Human Resources,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Human Resources,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/HrEmployeeRequestsQueue.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from pages/HrEmployeeRequestsQueue.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-041,overlay_surface,NO,NO,NO,YES,Human Resources,pages/HrEmployees.jsx,,Dialog_surface,Dialog,,Human Resources,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Human Resources,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/HrEmployees.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from pages/HrEmployees.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-042,overlay_surface,NO,NO,NO,YES,Human Resources,pages/HrLogin.jsx,,Dialog_surface,Dialog,,Human Resources,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Human Resources,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/HrLogin.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from pages/HrLogin.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-043,overlay_surface,NO,NO,NO,YES,Human Resources,pages/HrTimeOff.jsx,,Dialog_surface,Dialog,,Human Resources,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Human Resources,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/HrTimeOff.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from pages/HrTimeOff.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-044,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,pages/PmLogin.jsx,,Dialog_surface,Dialog,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/PmLogin.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from pages/PmLogin.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-045,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,pages/PoRequests.jsx,,Dialog_surface,Dialog,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/PoRequests.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from pages/PoRequests.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-046,overlay_surface,NO,NO,NO,YES,Safety Operations,pages/SafetyCorrectiveActions.jsx,,Dialog_surface,Dialog,,Safety Operations,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Safety Operations,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/SafetyCorrectiveActions.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/SafetyCorrectiveActions.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-047,overlay_surface,NO,NO,NO,YES,Safety Operations,pages/SafetyDocuments.jsx,,Dialog_surface,Dialog,,Safety Operations,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Safety Operations,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/SafetyDocuments.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/SafetyDocuments.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-048,overlay_surface,NO,NO,NO,YES,Safety Operations,pages/SafetyFireExtinguishers.jsx,,Dialog_surface,Dialog,,Safety Operations,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Safety Operations,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/SafetyFireExtinguishers.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/SafetyFireExtinguishers.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-049,overlay_surface,NO,NO,NO,YES,Safety Operations,pages/SafetyTopicLibrary.jsx,,Dialog_surface,Dialog,,Safety Operations,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Safety Operations,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/SafetyTopicLibrary.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/SafetyTopicLibrary.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-050,overlay_surface,NO,NO,NO,YES,Safety Operations,pages/SafetyTrainingRecords.jsx,,Dialog_surface,Dialog,,Safety Operations,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Safety Operations,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/SafetyTrainingRecords.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/SafetyTrainingRecords.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-051,overlay_surface,NO,NO,NO,YES,Shop Operations,pages/ShopLogin.jsx,,Dialog_surface,Dialog,,Shop Operations,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shop Operations,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/ShopLogin.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/ShopLogin.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-052,overlay_surface,NO,NO,NO,YES,Administration,pages/TrenchBoxesAdmin.jsx,,Dialog_surface,Dialog,,Administration,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Administration,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/TrenchBoxesAdmin.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/TrenchBoxesAdmin.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-053,overlay_surface,NO,NO,NO,YES,Administration,pages/admin/AdminComplianceFindings.jsx,,Dialog_surface,Dialog,,Administration,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Administration,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/admin/AdminComplianceFindings.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/admin/AdminComplianceFindings.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-054,overlay_surface,NO,NO,NO,YES,Administration,pages/admin/AdminDispatch.jsx,,Dialog_surface,Dialog,,Administration,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Administration,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/admin/AdminDispatch.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/admin/AdminDispatch.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-055,overlay_surface,NO,NO,NO,YES,Administration,pages/admin/AdminIntegrationCenter.jsx,,Dialog_surface,Dialog,,Administration,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Administration,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/admin/AdminIntegrationCenter.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/admin/AdminIntegrationCenter.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-056,overlay_surface,NO,NO,NO,YES,Administration,pages/admin/AdminPromoAssets.jsx,,Dialog_surface,Dialog,,Administration,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Administration,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/admin/AdminPromoAssets.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/admin/AdminPromoAssets.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-057,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,pages/transportation/_widgets.jsx,,Dialog_surface,Dialog,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/transportation/_widgets.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from pages/transportation/_widgets.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-058,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,pages/trench_safety/ExcavationOversight.jsx,,Dialog_surface,Dialog,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/trench_safety/ExcavationOversight.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from pages/trench_safety/ExcavationOversight.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-059,overlay_surface,NO,NO,NO,YES,Safety Operations,pages/trench_safety/TrenchSafetyActions.jsx,,Dialog_surface,Dialog,,Safety Operations,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Safety Operations,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/trench_safety/TrenchSafetyActions.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/trench_safety/TrenchSafetyActions.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
OVERLAY-060,overlay_surface,NO,NO,NO,YES,Safety Operations,pages/trench_safety/TrenchSafetyAssignDialogs.jsx,,Dialog_surface,Dialog,,Safety Operations,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Safety Operations,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/trench_safety/TrenchSafetyAssignDialogs.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/trench_safety/TrenchSafetyAssignDialogs.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Dialog
