route,portal,page_component,shell_implementation,header_implementation,logo_asset,rendered_logo_dimensions,header_height,background_treatment,primary_colors,font_family,title_size,body_size,content_width,left_right_padding,card_style,button_style,form_style,sidebar_style,responsive_behavior,duplicate_components_used,hard_coded_styling,known_exceptions,remediation_action,visual_drift_categories
/cheat-sheet,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/reports/daily/new,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/daily-reports/new,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/daily-reports,Shared/Public,DailyReportsDashboard,PortalShell,Canonical platform header,MasciLogo,pending screenshot certification,pending screenshot certification,Mixed / local,"red,amber,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-6xl,pending live measurement,wp17-panel/wp17-form-frame,canonical button set,route-local / n/a,PortalShell responsive nav,pending viewport certification,local-lang-toggle; legacy-help-tip,yes,none documented,Audit coaching treatment and reduce duplicated help bands,coaching
/daily-reports/:id,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/safety/jha,Safety,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/safety/trench-boxes,Safety,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/safety/trench-safety,Safety,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/safety/trench-safety/assets,Safety,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/safety/trench-safety/assets/:assetId,Safety,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/safety/trench-safety/tabulated-data,Safety,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/safety/trench-safety/reports,Safety,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/safety/trench-safety/excavations,Safety,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/trench-safety/excavations,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/trench-safety/excavation/new,Shared/Public,trench_safety/PublicExcavationForm,Route-local shell,Legacy local header,none/unknown,pending screenshot certification,pending screenshot certification,Legacy blueprint grid,"red,amber,emerald,cyan,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-3xl,pending live measurement,mixed/local,canonical button set,route-local / n/a,none/local,pending viewport certification,legacy-local-header,yes,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,header
/safety/trench-safety/repair-review,Safety,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/safety/trench-safety/field-reports,Safety,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
