status,path,class,package,runtime_impact,data_impact,permission_impact,rollback_impact,certification_evidence
M,backend/tests/test_oa1_cross_portal.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_oa1_operations_actions.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_ods_001_e2e_review.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_operations_map_masci_vocab.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_oppc_wp14f_case_management.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_ops8_bounded_repairs.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_ops8_combined_checkpoint_regression.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_ops8_forensic_audit.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_p0_admin_visibility_fix.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,Test evidence only
M,backend/tests/test_phase_g_live_curl.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_pm_portal_iter31.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_rc1_predeploy_cert_gate.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_rcv1_ai_scenarios.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_rcv1_final_gate.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_restore_certification_s1_1.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_s1_0_environment_authority_lineage.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,Test evidence only
M,backend/tests/test_s1_4_notification_delivery_certification.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_safety_portal_iter120.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_soft_delete_iter33.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_sprint_a.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_suppliers_employees_iter21.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track14_disc_final_live.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track14_overload_api_smoke.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track14_stability_certification.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track15_operational_reality.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track_13_4a_dispatch_map_visual_guardrail.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track_14_trust_suite_phase_api.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track_15_46_friction_reduction.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track_18_12c_live_api.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track_19_00_transportation_driver_carrier_foundation.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track_19_01_transportation_academy.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track_19_02_transportation_fleet_projection.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track_19_02a_fleet_adoption_hardening.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track_19_03_hr_roster_source_of_truth.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track_22_4c_mobile_responsiveness_sweep.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track_23_10_c_live_integration.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track_23_10_d_live_endpoints.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track_23_1_live_api.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track_23_3_v3_surfacing.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track_24_1_hardening.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track_24_3_api_e2e.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track_25_02_phase_d_retest.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track_25_sprint_7_8_trust_events.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_track_27_10_api_e2e.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,backend/tests/test_translate.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
