Permanent surface ID,Portal/family,Route or launch point,Parent route,Surface type,Active/hidden/detail/public/external state,Current visual generation,Current shell,Current header,Current sidebar/navigation,Current background,Current component family,Current icon family,Current terminology,Current coaching,Current footer,Current mobile state,Current functional status,Current runtime errors,WP-17B disposition,Required migration action,Required functional repair,Target canonical components,Files affected,Dependencies,Status,Evidence,Final certification
ROUTE-0034,public_shared,/inspections/new,/inspections,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,InspectionLegacyRedirect,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0035,public_shared,/meetings/new,/meetings,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,NewMeeting,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0036,public_shared,/meetings/submit,/meetings,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,NewMeeting,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0037,public_shared,/jha,/,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,JhaPlansHub,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0038,public_shared,/jha/submit,/jha,redirect_route,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,Navigate,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,CANONICALIZE_REDIRECT,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,REDIRECTED,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0039,public_shared,/jha/new,/jha,redirect_route,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,Navigate,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,CANONICALIZE_REDIRECT,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,REDIRECTED,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0040,public_shared,/trench-boxes,/,redirect_route,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,Navigate,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,CANONICALIZE_REDIRECT,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,REDIRECTED,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0041,public_shared,/trench-safety,/,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,PublicTrenchSafetyDashboard,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0042,public_shared,/trench-safety/tabulated-data,/trench-safety,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,PublicTrenchSafetyTabulatedData,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0043,public_shared,/trench-safety/references,/trench-safety,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,PublicTrenchSafetyReferences,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0044,public_shared,/trench-safety/report,/trench-safety,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,PublicTrenchSafetyReport,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0045,public_shared,/trench-safety/assets/:assetId,/trench-safety/assets,detail_route,DETAIL,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,TrenchSafetyQrLanding,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,KEEP_HIDDEN_DETAIL,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_DETAIL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0046,transportation,/transport-invite/:token,/transport-invite,detail_route,DETAIL,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,ExternalCarrierInvite,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,Inspecting valid-session auth/runtime failures and mixed layout regressions,KEEP_HIDDEN_DETAIL,FIRST_WAVE_REPAIR_AND_CONVERGENCE,"Repair auth/runtime drift, duplicate navigation, and mixed shell behavior",WP17C_CANONICAL_DETAIL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0047,transportation,/transport-verify/:cnum,/transport-verify,detail_route,DETAIL,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,CertificateVerify,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,Inspecting valid-session auth/runtime failures and mixed layout regressions,KEEP_HIDDEN_DETAIL,FIRST_WAVE_REPAIR_AND_CONVERGENCE,"Repair auth/runtime drift, duplicate navigation, and mixed shell behavior",WP17C_CANONICAL_DETAIL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0048,public_shared,/incidents/new,/incidents,redirect_route,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,Navigate,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,CANONICALIZE_REDIRECT,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,REDIRECTED,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0049,public_shared,/incidents/submit,/incidents,redirect_route,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,Navigate,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,CANONICALIZE_REDIRECT,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,REDIRECTED,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0050,public_shared,/incidents/report,/incidents,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,IncidentReport,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0051,public_shared,/near-miss,/,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,WP17 public shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,NearMissKiosk,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0052,safety,/safety/cases/:caseId,/safety/cases,detail_route,DETAIL,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,SafetyCaseWorkspace,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,KEEP_HIDDEN_DETAIL,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_DETAIL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
